"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sentence1","Input.sentence2","Input.sentence3","Input.sentence4","Input.sentence5","Answer.score1","Answer.score2","Answer.score3","Answer.score4","Answer.score5","Answer.words1","Answer.words2","Answer.words3","Answer.words4","Answer.words5","Approve","Reject"
"38RHULDV9Y02HL53TIIALKYA5L0WI2","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Mon Apr 17 18:31:14 PDT 2017","7","BatchId:2770132;OriginalHitTemplateId:920937305;","432000","604800","Tue May 02 10:59:38 PDT 2017","","","3IXQG4FA2UJK51CJKZL39XI6S4F9BC","A4WILE40ZCD5Q","Approved","Wed Apr 19 11:51:15 PDT 2017","Wed Apr 19 11:52:20 PDT 2017","Wed Apr 26 11:52:20 PDT 2017","Wed Apr 19 13:00:57 PDT 2017","","","65","100% (6/6)","0% (0/0)","0% (0/0)","For more information , please view this third party 's privacy policy .","You may choose to opt-out of this third party 's analysis of your browsing and purchasing behavior on such Barnes & Noble Website .","To help us understand the effectiveness of certain of our communications and marketing efforts , we may use sensing technologies that use pixel tags or clear GIFs ( which are also called web beacons ) .","For this purpose , we tie the pixel tags and clear gifs to personally identifiable information .","We may also collect information regarding the links within such marketing materials that you click on and purchase statistics regarding items you buy following receipt of such marketing .","4","1","3","4","1","third party","{}","sensing technologies","personally identifiable information","{}"
"38RHULDV9Y02HL53TIIALKYA5L0WI2","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Mon Apr 17 18:31:14 PDT 2017","7","BatchId:2770132;OriginalHitTemplateId:920937305;","432000","604800","Tue May 02 10:59:38 PDT 2017","","","3JNQLM5FT57LIQDWQ3VIDD6XYYH2LA","A2GD3CRFIEENJS","Approved","Fri Apr 21 15:39:14 PDT 2017","Fri Apr 21 15:42:12 PDT 2017","Fri Apr 28 15:42:12 PDT 2017","Tue Apr 25 10:59:28 PDT 2017","","","178","100% (786/786)","100% (118/118)","100% (4/4)","For more information , please view this third party 's privacy policy .","You may choose to opt-out of this third party 's analysis of your browsing and purchasing behavior on such Barnes & Noble Website .","To help us understand the effectiveness of certain of our communications and marketing efforts , we may use sensing technologies that use pixel tags or clear GIFs ( which are also called web beacons ) .","For this purpose , we tie the pixel tags and clear gifs to personally identifiable information .","We may also collect information regarding the links within such marketing materials that you click on and purchase statistics regarding items you buy following receipt of such marketing .","1","2","3","2","2","{}","may","certain, may","personally identifiable information","may"
"38RHULDV9Y02HL53TIIALKYA5L0WI2","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Mon Apr 17 18:31:14 PDT 2017","7","BatchId:2770132;OriginalHitTemplateId:920937305;","432000","604800","Tue May 02 10:59:38 PDT 2017","","","3OONKJ5DKD4NCOGPMO4L6NDVNHDOB9","A2ON4H5KQPNQLD","Approved","Tue Apr 25 12:44:55 PDT 2017","Tue Apr 25 12:48:32 PDT 2017","Tue May 02 12:48:32 PDT 2017","Mon May 01 20:28:02 PDT 2017","","","217","100% (3/3)","0% (0/0)","0% (0/0)","For more information , please view this third party 's privacy policy .","You may choose to opt-out of this third party 's analysis of your browsing and purchasing behavior on such Barnes & Noble Website .","To help us understand the effectiveness of certain of our communications and marketing efforts , we may use sensing technologies that use pixel tags or clear GIFs ( which are also called web beacons ) .","For this purpose , we tie the pixel tags and clear gifs to personally identifiable information .","We may also collect information regarding the links within such marketing materials that you click on and purchase statistics regarding items you buy following receipt of such marketing .","1","3","5","2","1","{}","on such","certain of","information","{}"
"38RHULDV9Y02HL53TIIALKYA5L0WI2","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Mon Apr 17 18:31:14 PDT 2017","7","BatchId:2770132;OriginalHitTemplateId:920937305;","432000","604800","Tue May 02 10:59:38 PDT 2017","","","3R0T90IZ1TXIUGRXC5N8CYABEGQGCP","A3I97794CB5SUO","Approved","Tue Apr 25 13:34:27 PDT 2017","Tue Apr 25 13:37:40 PDT 2017","Tue May 02 13:37:40 PDT 2017","Mon May 01 20:28:03 PDT 2017","","","193","100% (50/50)","0% (0/0)","0% (0/0)","For more information , please view this third party 's privacy policy .","You may choose to opt-out of this third party 's analysis of your browsing and purchasing behavior on such Barnes & Noble Website .","To help us understand the effectiveness of certain of our communications and marketing efforts , we may use sensing technologies that use pixel tags or clear GIFs ( which are also called web beacons ) .","For this purpose , we tie the pixel tags and clear gifs to personally identifiable information .","We may also collect information regarding the links within such marketing materials that you click on and purchase statistics regarding items you buy following receipt of such marketing .","1","1","3","1","2","{}","{}","of certain, we may","{}","We may"
"38RHULDV9Y02HL53TIIALKYA5L0WI2","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Mon Apr 17 18:31:14 PDT 2017","7","BatchId:2770132;OriginalHitTemplateId:920937305;","432000","604800","Tue May 02 10:59:38 PDT 2017","","","3STRJBFXOXC4IJPROI3DZ0289S8TK7","ARFAW0SGYEMFL","Approved","Sat Apr 29 06:12:52 PDT 2017","Sat Apr 29 06:19:43 PDT 2017","Sat May 06 06:19:43 PDT 2017","Mon May 01 20:28:11 PDT 2017","","","411","76% (384/502)","3% (4/121)","0% (0/0)","For more information , please view this third party 's privacy policy .","You may choose to opt-out of this third party 's analysis of your browsing and purchasing behavior on such Barnes & Noble Website .","To help us understand the effectiveness of certain of our communications and marketing efforts , we may use sensing technologies that use pixel tags or clear GIFs ( which are also called web beacons ) .","For this purpose , we tie the pixel tags and clear gifs to personally identifiable information .","We may also collect information regarding the links within such marketing materials that you click on and purchase statistics regarding items you buy following receipt of such marketing .","1","2","1","1","1","{}","may","may","{}","may"
"38RHULDV9Y02HL53TIIALKYA5L0WI2","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Mon Apr 17 18:31:14 PDT 2017","7","BatchId:2770132;OriginalHitTemplateId:920937305;","432000","604800","Tue May 02 10:59:38 PDT 2017","","","3TK8OJTYM26K62QW6580WZCS07QVPQ","A3EZY4D228OOI1","Rejected","Sat Apr 22 07:04:59 PDT 2017","Sat Apr 22 07:06:43 PDT 2017","Sat Apr 29 07:06:43 PDT 2017","","Tue Apr 25 10:59:38 PDT 2017","Not vague terms","104","0% (0/2)","0% (0/0)","0% (0/0)","For more information , please view this third party 's privacy policy .","You may choose to opt-out of this third party 's analysis of your browsing and purchasing behavior on such Barnes & Noble Website .","To help us understand the effectiveness of certain of our communications and marketing efforts , we may use sensing technologies that use pixel tags or clear GIFs ( which are also called web beacons ) .","For this purpose , we tie the pixel tags and clear gifs to personally identifiable information .","We may also collect information regarding the links within such marketing materials that you click on and purchase statistics regarding items you buy following receipt of such marketing .","4","1","4","5","3","third party's","Third party's","our, we","we","We, you, you"
"38RHULDV9Y02HL53TIIALKYA5L0WI2","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Mon Apr 17 18:31:14 PDT 2017","7","BatchId:2770132;OriginalHitTemplateId:920937305;","432000","604800","Tue May 02 10:59:38 PDT 2017","","","3WJEQKOXA9NXXM4WA86EZGGHCIP1AZ","AV9CONYE25CNY","Rejected","Sat Apr 22 09:02:39 PDT 2017","Sat Apr 22 09:04:05 PDT 2017","Sat Apr 29 09:04:05 PDT 2017","","Tue Apr 25 10:59:56 PDT 2017","Not vague terms","86","0% (0/2)","0% (0/0)","0% (0/0)","For more information , please view this third party 's privacy policy .","You may choose to opt-out of this third party 's analysis of your browsing and purchasing behavior on such Barnes & Noble Website .","To help us understand the effectiveness of certain of our communications and marketing efforts , we may use sensing technologies that use pixel tags or clear GIFs ( which are also called web beacons ) .","For this purpose , we tie the pixel tags and clear gifs to personally identifiable information .","We may also collect information regarding the links within such marketing materials that you click on and purchase statistics regarding items you buy following receipt of such marketing .","2","1","4","2","2","third party's policy","opt-out","sensing technologies, pixel tags, clear GIFS, web beacons","pixel tags, clear gifs","following receipt"
"33NOQL7T9OKDMAYVVJQQ7ZYEJR08ZX","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Mon Apr 17 18:31:14 PDT 2017","9","BatchId:2770132;OriginalHitTemplateId:920937305;","432000","604800","Mon May 08 20:27:55 PDT 2017","","","352YTHGROWYTZ89T3WZ8E0AO1M9H41","A2MBEMZS3IYNPL","Approved","Tue Apr 18 12:26:24 PDT 2017","Tue Apr 18 12:29:04 PDT 2017","Tue Apr 25 12:29:04 PDT 2017","Wed Apr 19 13:00:55 PDT 2017","","","160","100% (1/1)","0% (0/0)","0% (0/0)","For example , we may receive and collect information concerning device registration , settings , usage , firmware version , signal strength , search queries , network interaction , the name of the network from which you access the Internet , the Internet Protocol ( IP ) address of the device you are using , unique device identifiers ( UDIDs ) , downloads , sideloaded content , configuration , or service information relating to any malfunction of the Device or App .","This may include information regarding your reading or , in the case of videos , viewing behavior on such Devices or Apps , such as books or videos opened , page turns , bookmarks , annotations , or customer reviews .","In addition , to provide location-based services on Devices or through Apps , Barnes & Noble and third party application providers may automatically collect real-time geographic location information or other location-based information about you and your Device or other mobile device on which the App is installed .","This information may be used to provide certain device or application functionality or to offer , provide and improve products and services .","We may collect personal information and other information about you from business partners , contractors and other third parties .","2","1","1","4","1","sideloaded content","{}","{}","certain device or application functionality","{}"
"33NOQL7T9OKDMAYVVJQQ7ZYEJR08ZX","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Mon Apr 17 18:31:14 PDT 2017","9","BatchId:2770132;OriginalHitTemplateId:920937305;","432000","604800","Mon May 08 20:27:55 PDT 2017","","","36U2A8VAG2K0Z5OLYOQC7HUNOQHKY6","ASKZJKQWAPPQX","Approved","Thu Apr 27 12:52:07 PDT 2017","Thu Apr 27 12:53:10 PDT 2017","Thu May 04 12:53:10 PDT 2017","Mon May 01 20:28:12 PDT 2017","","","63","100% (3/3)","0% (0/0)","0% (0/0)","For example , we may receive and collect information concerning device registration , settings , usage , firmware version , signal strength , search queries , network interaction , the name of the network from which you access the Internet , the Internet Protocol ( IP ) address of the device you are using , unique device identifiers ( UDIDs ) , downloads , sideloaded content , configuration , or service information relating to any malfunction of the Device or App .","This may include information regarding your reading or , in the case of videos , viewing behavior on such Devices or Apps , such as books or videos opened , page turns , bookmarks , annotations , or customer reviews .","In addition , to provide location-based services on Devices or through Apps , Barnes & Noble and third party application providers may automatically collect real-time geographic location information or other location-based information about you and your Device or other mobile device on which the App is installed .","This information may be used to provide certain device or application functionality or to offer , provide and improve products and services .","We may collect personal information and other information about you from business partners , contractors and other third parties .","2","1","1","4","5","any malfunction","{}","{}","certain device or application","personal information"
"33NOQL7T9OKDMAYVVJQQ7ZYEJR08ZX","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Mon Apr 17 18:31:14 PDT 2017","9","BatchId:2770132;OriginalHitTemplateId:920937305;","432000","604800","Mon May 08 20:27:55 PDT 2017","","","3AMW0RGHOEN7YXHN4EM9MIIFEF7PN8","A34S81U4V95MXJ","Rejected","Wed Apr 26 22:16:43 PDT 2017","Wed Apr 26 22:21:59 PDT 2017","Wed May 03 22:21:59 PDT 2017","","Mon May 01 20:28:02 PDT 2017","Those terms were not in the sentences","316","0% (0/2)","0% (0/0)","0% (0/0)","For example , we may receive and collect information concerning device registration , settings , usage , firmware version , signal strength , search queries , network interaction , the name of the network from which you access the Internet , the Internet Protocol ( IP ) address of the device you are using , unique device identifiers ( UDIDs ) , downloads , sideloaded content , configuration , or service information relating to any malfunction of the Device or App .","This may include information regarding your reading or , in the case of videos , viewing behavior on such Devices or Apps , such as books or videos opened , page turns , bookmarks , annotations , or customer reviews .","In addition , to provide location-based services on Devices or through Apps , Barnes & Noble and third party application providers may automatically collect real-time geographic location information or other location-based information about you and your Device or other mobile device on which the App is installed .","This information may be used to provide certain device or application functionality or to offer , provide and improve products and services .","We may collect personal information and other information about you from business partners , contractors and other third parties .","1","1","1","1","1","generally or personal","generally","generally","personal","personal"
